"","ETABLISSEMENT","","","","","FORMATION","","","","","","","UNITE DE VALEUR (COURS)","","","","","","","",""
"Type","Nom","Nom","Domaine","Spécialité","Descriptif","Niveau de diplôme à l'entrée","Niveau de diplôme en sortie","Durée (en années)","Total ECTS","Url de la formation","Questions ENV. au sens large évoquées(oui/non)","Enjeux transition énergétique-climat abordés(oui/non)","Nom du cours","Notions abordées","Cours optionnel ou obligatoire","Nombre de crédits ECTS accordés par ce cours","Durée du cours (en nombre d'heures)","Mode d'évaluation ","Avis critique sur le cours et/ou la formation","Formation initiale ou continue","Comptabilité"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Mastère Spécialisé Management industriel et systèmes logistiques
","Sciences, Technologie, Santé","Ingénierie "," Ce master est centré sur la gestion des systèmes industrielles. Il forme des ingénieurs à l'ordonnancement et la gestion des systèmes de production ou des lignes logistiques","Bac+5","Bac+6","1.0","75.0","http://www.misl.mines-paristech.fr/language/fr/accueil/","Non","Non","","","","","","","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","MASTÈRE SPÉCIALISÉ® INDUSTRIE DES RESSOURCES MINÉRALES ET SOCIÉTÉ – MIRIS
","Sciences, Technologie, Santé","Ingénierie ","Enseignement en partenariat avec les Mines de Nancy. Enseignement spécialisé dans l'exploitation des ressources minières dans un contexte de prise de conscience des impacts environnementaux","Bac+5","Bac+6","1.0","75.0","https://mines-nancy.univ-lorraine.fr/formation/mastere-specialise-industrie-ressources-minerales-societe-miris/","Non indiqué","Non indiqué","Economie des projets miniers","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","MASTÈRE SPÉCIALISÉ® INDUSTRIE DES RESSOURCES MINÉRALES ET SOCIÉTÉ – MIRIS
","Sciences, Technologie, Santé","Ingénierie ","Enseignement en partenariat avec les Mines de Nancy. Enseignement spécialisé dans l'exploitation des ressources minières dans un contexte de prise de conscience des impacts environnementaux","Bac+5","Bac+6","1.0","75.0","https://mines-nancy.univ-lorraine.fr/formation/mastere-specialise-industrie-ressources-minerales-societe-miris/","Oui","Oui","Enjeux environnementaux, sociaux et humains","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Mastère Spécialisé Maîtrise des Risques Industriels","Sciences, Technologie, Santé","Ingénierie / sociologie","Master alliant science sociale, ingénierie et gestion. Enseignement spécialisé dans la sécurité industrielle.","Bac+5","Bac+6","1.0","75.0","https://ms-mri.sophia.mines-paristech.fr/","Non","Non","","","","","","","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Mastère Spécialisé Management Stratégique de l'Information et des Technologies","Droit, Economie, Gestion","Management ","Master en partenariat avec HEC. Elle s'adresse a des personne inséré dans le monde du travail depuis 5 ans.  Formation permettant de comprendre les enjeux stratégiques, techniques, organisationnels et humains des systèmes d'information. ","Bac+5","Bac+6","1.0","75.0","https://execed.hec.edu/fr/executive-masteres/management-strategique-de-l-information-et-des-technologies","Non","Non","","","","","","","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Management global de la RSE et du développement durable ","Sciences, Technologie, Santé","Management","S'adresse aux personnes en activité. Permet de développer des compétences dans le management de projet en  lien avec le RSE et le DD. ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-management-rse-developpement-durable","Oui","Oui"," L’entreprise : contexte et territoire","Place de l'entreprise dans les enjeux de développement durable et du changement climatique","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Management global de la RSE et du développement durable ","Sciences, Technologie, Santé","Management","S'adresse aux personnes en activité. Permet de développer des compétences dans le management de projet en  lien avec le RSE et le DD. ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-management-rse-developpement-durable","Oui","Non","Les dimensions managériales clés du responsable RSE","Outils de conduite de projet appliqués au RSE et QSSE (Qualité, Santé, Sécurité Environnement) ","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Management global de la RSE et du développement durable ","Sciences, Technologie, Santé","Management","S'adresse aux personnes en activité. Permet de développer des compétences dans le management de projet en  lien avec le RSE et le DD. ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-management-rse-developpement-durable","Oui",""," Premier pas vers le DD : maîtrise des risques QSSE et amélioration continue dans l’entreprise d’aujourd’hui","Aspect réglementaire et technique du QSSE : ","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Management global de la RSE et du développement durable ","Sciences, Technologie, Santé","Management","S'adresse aux personnes en activité. Permet de développer des compétences dans le management de projet en  lien avec le RSE et le DD. ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-management-rse-developpement-durable","Oui","","La responsabilité sociale des entreprises","Entreprise et ressource humaine dans une politique RSE ","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Management global de la RSE et du développement durable ","Sciences, Technologie, Santé","Management","S'adresse aux personnes en activité. Permet de développer des compétences dans le management de projet en  lien avec le RSE et le DD. ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-management-rse-developpement-durable","Oui",""," Identifier et répondre aux défis environnementaux majeurs d’aujourd'hui et de demain","Outils techniques pour l'évaluation des risques environnementaux : Bilan Carbone, Risque chimique, ACV etc","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Management global de la RSE et du développement durable ","Sciences, Technologie, Santé","Management","S'adresse aux personnes en activité. Permet de développer des compétences dans le management de projet en  lien avec le RSE et le DD. ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-management-rse-developpement-durable","Oui","","La RSE : une nouvelle vision de  l'entreprise, un nouveau levier de performance","Les évolutions de l'entreprise dans le cadre du DD : Ecoconception, Economie circulaire, Finance verte etc ...","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Optimisation des Systèmes énergétiques ","Sciences, Technologie, Santé","Ingénierie économie","Master spécialisé donnant une vision complète du secteur énergétique et les outils pour optimiser leur gestion économique","Bac+5","Bac+6","1.0","75.0","http://ose.cma.mines-paristech.fr/","","","Les enjeux environnementaux des choix énergétiques :"," contraintes environnementales dans les choix énergétiques, coût externe","Obligatoire","Non Indiqué ","Non Indiqué","Non Indiqué ","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Optimisation des Systèmes énergétiques ","Sciences, Technologie, Santé","Ingénierie économie","Master spécialisé donnant une vision complète du secteur énergétique et les outils pour optimiser leur gestion économique","Bac+5","Bac+6","1.0","75.0","http://ose.cma.mines-paristech.fr/","","","Aspect politique et environnemental","Aspects politiques, économiques et environnementaux du nouveau contexte énergétique.","Obligatoire","Non Indiqué ","25.0","Non Indiqué ","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Optimisation des Systèmes énergétiques ","Sciences, Technologie, Santé","Ingénierie économie","Master spécialisé donnant une vision complète du secteur énergétique et les outils pour optimiser leur gestion économique","Bac+5","Bac+6","1.0","75.0","http://ose.cma.mines-paristech.fr/","","","Enjeux technologique et climatique","Secteur énergétique et société. L'énergie dans la société, les filières énergétiques et les risques ","Obligatoire","Non Indiqué ","150.0","Non Indiqué ","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
